FrameSync,DateTime (UTC-07:00),Temperature (Celsius),Conductivity (uS/cm),Pressure (Decibar),Oxygen (mg/L),pH (pH),Chlorophyll (ug/l),Turbidity (NTU),Chlorophyll StdDev (ug/l),Turbidity StdDev (NTU),Salinity (psu),Sound Velocity (m/sec),Spec Conductivity (uS/cm),Oxygen Sat (%),Date,Time (UTC-07:00),Sample Number,Event Flags
HCEP03730715,06/05/2024 16:04:00,  33.0969,      4.1,    0.138,  6.856,7.58,3.448,582.695,0.01,2.10,   0.0147, 1515.976,      3.6,    91.59, 05 Jun 2024, 16:04:00, 1, 4
HCEP03730715,06/05/2024 16:05:20,  33.0986,      4.4,    0.129,  6.826,7.61,3.392,560.899,0.01,1.51,   0.0147, 1515.980,      3.8,    91.66, 05 Jun 2024, 16:05:20, 2, 4
HCEP03730715,06/05/2024 16:06:40,  33.1004,      3.8,    0.140,  6.806,7.56,2.997,437.555,0.75,177.76,   0.0146, 1515.984,      3.3,    91.80, 05 Jun 2024, 16:06:40, 3, 4
HCEP03730715,06/05/2024 16:08:00,  33.1361,     52.5,    0.137,  6.770,7.68,3.082,292.765,0.01,0.37,   0.0296, 1516.075,     45.2,    92.03, 05 Jun 2024, 16:08:00, 4, 4
HCEP03730715,06/05/2024 16:09:20,  33.1090,     47.8,    0.140,  6.756,7.71,3.006,282.407,0.01,0.53,   0.0280, 1516.016,     41.2,    92.18, 05 Jun 2024, 16:09:20, 5, 4
HCEP03730715,06/05/2024 16:10:40,  33.0347,     59.5,    0.127,  6.743,7.72,2.863,261.485,0.01,0.35,   0.0321, 1515.865,     51.2,    92.22, 05 Jun 2024, 16:10:40, 6, 4
HCEP03730715,06/05/2024 16:12:00,  32.9728,     44.3,    0.138,  6.734,7.73,2.505,214.255,0.00,0.29,   0.0268, 1515.729,     38.2,    92.26, 05 Jun 2024, 16:12:00, 7, 4
HCEP03730715,06/05/2024 16:13:20,  32.9149,     35.6,    0.140,  6.723,7.73,4.238,422.407,0.01,0.27,   0.0238, 1515.604,     30.8,    92.24, 05 Jun 2024, 16:13:20, 8, 0
HCEP03730715,06/05/2024 16:14:40,  32.8708,     30.1,    0.140,  6.719,7.73,4.286,426.753,0.00,0.64,   0.0220, 1515.509,     26.0,    92.31, 05 Jun 2024, 16:14:40, 9, 0
HCEP03730715,06/05/2024 16:16:00,  32.8333,     25.3,    0.130,  6.709,7.74,4.239,423.706,0.00,0.19,   0.0205, 1515.428,     21.9,    92.27, 05 Jun 2024, 16:16:00, 10, 0
HCEP03730715,06/05/2024 16:17:20,  32.7934,     21.1,    0.130,  6.694,7.74,4.271,425.578,0.01,0.95,   0.0191, 1515.342,     18.3,    92.16, 05 Jun 2024, 16:17:20, 11, 0
HCEP03730715,06/05/2024 16:18:40,  32.7576,     20.3,    0.140,  6.688,7.75,4.225,422.815,0.01,0.33,   0.0189, 1515.266,     17.5,    92.15, 05 Jun 2024, 16:18:40, 12, 0
HCEP03730715,06/05/2024 16:20:00,  32.7235,     20.0,    0.144,  6.684,7.75,4.612,427.425,0.01,0.27,   0.0188, 1515.194,     17.3,    92.15, 05 Jun 2024, 16:20:00, 13, 0
HCEP03730715,06/05/2024 16:21:20,  32.6646,     23.0,    0.147,  6.678,7.76,4.563,424.045,0.01,0.00,   0.0197, 1515.070,     19.9,    92.07, 05 Jun 2024, 16:21:20, 14, 0
HCEP03730715,06/05/2024 16:22:40,  32.5844,     24.1,    0.147,  6.670,7.77,4.610,428.982,0.01,0.00,   0.0200, 1514.900,     20.9,    91.92, 05 Jun 2024, 16:22:40, 15, 0
HCEP03730715,06/06/2024 11:00:00,  19.1358,  43629.4,    0.442,  7.537,8.05,1.734,144.941,0.01,0.39,  32.1698, 1515.878,  49426.3,    98.62, 06 Jun 2024, 11:00:00, 16, 0
HCEP03730715,06/06/2024 14:00:00,  19.2079,  43699.3,    0.435,  7.396,8.05,1.740,145.309,0.01,0.55,  32.1716, 1516.086,  49424.8,    96.91, 06 Jun 2024, 14:00:00, 17, 0
HCEP03730715,06/06/2024 14:08:57,  19.2168,  43708.6,    0.434,  7.437,8.05,1.721,146.378,0.01,0.62,  32.1724, 1516.112,  49425.4,    97.46, 06 Jun 2024, 14:08:57, 18, 0
HCEP03730715,06/06/2024 14:13:09,  19.2212,  43715.5,    0.434,  7.475,8.05,1.740,145.740,0.01,1.13,  32.1746, 1516.128,  49428.1,    97.98, 06 Jun 2024, 14:13:09, 19, 0
HCEP03730715,06/06/2024 14:21:48,  19.2260,  43717.9,    0.434,  7.482,8.05,1.711,147.573,0.01,0.70,  32.1729, 1516.139,  49425.5,    98.07, 06 Jun 2024, 14:21:48, 20, 0
HCEP03730715,06/06/2024 14:28:25,  19.2331,  43725.3,    0.433,  7.486,8.05,1.740,148.078,0.01,0.96,  32.1735, 1516.160,  49425.9,    98.13, 06 Jun 2024, 14:28:25, 21, 0
HCEP03730715,06/06/2024 17:28:25,  19.3284,  43819.5,    0.424,  7.429,8.05,1.724,149.709,0.01,0.28,  32.1773, 1516.436,  49426.0,    97.55, 06 Jun 2024, 17:28:25, 22, 0
HCEP03730715,06/06/2024 20:28:25,  19.4107,  43904.3,    0.419,  7.381,8.05,1.741,154.775,0.01,0.94,  32.1834, 1516.676,  49429.9,    97.07, 06 Jun 2024, 20:28:25, 23, 0
HCEP03730715,06/06/2024 23:28:25,  19.4586,  43967.2,    0.415,  7.364,8.05,1.713,161.711,0.01,0.76,  32.1979, 1516.828,  49447.3,    96.96, 06 Jun 2024, 23:28:25, 24, 0
HCEP03730715,06/07/2024 02:28:25,  19.4252,  43937.9,    0.419,  7.390,8.05,1.743,167.307,0.01,1.46,  32.1997, 1516.736,  49451.5,    97.23, 07 Jun 2024, 02:28:25, 25, 0
HCEP03730715,06/07/2024 05:28:25,  19.3157,  43839.9,    0.423,  7.377,8.05,1.725,172.485,0.01,1.12,  32.2038, 1516.429,  49463.1,    96.86, 07 Jun 2024, 05:28:25, 26, 0
HCEP03730715,06/07/2024 08:28:25,  19.2274,  43763.4,    0.418,  7.349,8.05,1.774,185.109,0.01,0.67,  32.2092, 1516.184,  49475.4,    96.34, 07 Jun 2024, 08:28:25, 27, 0
HCEP03730715,06/07/2024 11:28:25,  19.2647,  43801.1,    0.405,  7.316,8.05,1.799,188.387,0.00,0.49,  32.2114, 1516.292,  49476.3,    95.98, 07 Jun 2024, 11:28:25, 28, 0
HCEP03730715,06/07/2024 12:36:11,  19.2929,  43831.2,    0.398,  7.315,8.05,1.823,191.483,0.01,0.37,  32.2143, 1516.376,  49478.7,    96.02, 07 Jun 2024, 12:36:11, 29, 0
HCEP03730715,06/07/2024 15:36:11,  19.4001,  43933.6,    0.380,  7.245,8.05,1.839,197.681,0.00,0.70,  32.2155, 1516.682,  49474.7,    95.29, 07 Jun 2024, 15:36:11, 30, 0
HCEP03730715,06/07/2024 18:36:11,  19.5369,  44067.9,    0.359,  7.174,8.05,1.863,204.616,0.01,0.94,  32.2199, 1517.074,  49473.4,    94.60, 07 Jun 2024, 18:36:11, 31, 0
HCEP03730715,06/07/2024 21:36:11,  19.6314,  44162.0,    0.352,  7.128,8.05,1.867,213.811,0.00,0.73,  32.2240, 1517.345,  49474.2,    94.15, 07 Jun 2024, 21:36:11, 32, 0
HCEP03730715,06/08/2024 00:36:11,  19.6966,  44240.1,    0.350,  7.123,8.05,1.898,226.464,0.01,0.77,  32.2375, 1517.544,  49489.4,    94.21, 08 Jun 2024, 00:36:11, 33, 0
HCEP03730715,06/08/2024 03:36:11,  19.6849,  44233.0,    0.351,  7.190,8.04,1.914,254.016,0.01,1.56,  32.2407, 1517.514,  49494.2,    95.07, 08 Jun 2024, 03:36:11, 34, 0
HCEP03730715,06/08/2024 06:36:11,  19.5626,  44119.4,    0.356,  7.178,8.04,2.021,276.744,0.01,2.06,  32.2422, 1517.171,  49502.7,    94.70, 08 Jun 2024, 06:36:11, 35, 0
HCEP03730715,06/08/2024 09:36:11,  19.5294,  44094.6,    0.361,  7.156,8.04,2.030,313.970,0.01,0.38,  32.2476, 1517.083,  49511.9,    94.36, 08 Jun 2024, 09:36:11, 36, 0
HCEP03730715,06/08/2024 12:36:11,  19.5646,  44133.5,    0.364,  7.117,8.04,2.155,344.412,0.01,1.41,  32.2522, 1517.188,  49516.3,    93.91, 08 Jun 2024, 12:36:11, 37, 0
HCEP03730715,06/08/2024 15:36:11,  19.6234,  44193.0,    0.361,  7.083,8.04,2.176,383.038,0.02,2.04,  32.2555, 1517.358,  49517.7,    93.56, 08 Jun 2024, 15:36:11, 38, 0
HCEP03730715,06/08/2024 18:36:11,  19.7125,  44286.3,    0.358,  7.032,8.04,2.342,432.806,0.01,3.85,  32.2629, 1517.617,  49523.4,    93.04, 08 Jun 2024, 18:36:11, 39, 0
HCEP03730715,06/08/2024 21:36:11,  19.7757,  44347.7,    0.359,  7.000,8.04,2.381,465.428,0.01,0.78,  32.2642, 1517.796,  49522.0,    92.74, 08 Jun 2024, 21:36:11, 40, 0
HCEP03730715,06/09/2024 00:36:11,  19.8075,  44390.8,    0.361,  7.020,8.04,2.419,481.511,0.01,1.21,  32.2749, 1517.897,  49535.0,    93.06, 09 Jun 2024, 00:36:11, 41, 0
HCEP03730715,06/09/2024 03:36:11,  19.7203,  44306.0,    0.375,  7.049,8.03,2.404,519.271,0.03,2.20,  32.2730, 1517.650,  49536.8,    93.28, 09 Jun 2024, 03:36:11, 42, 0
HCEP03730715,06/09/2024 06:36:11,  19.5851,  44184.7,    0.383,  7.016,8.03,2.521,562.041,0.01,2.92,  32.2782, 1517.275,  49551.0,    92.63, 09 Jun 2024, 06:36:11, 43, 0
HCEP03730715,06/09/2024 09:36:11,  19.5339,  44142.7,    0.391,  6.991,8.03,2.545,599.855,0.04,5.85,  32.2834, 1517.137,  49560.8,    92.22, 09 Jun 2024, 09:36:11, 44, 0
HCEP03730715,06/09/2024 12:36:11,  19.5610,  44175.9,    0.394,  6.953,8.03,2.613,639.313,0.01,3.92,  32.2896, 1517.220,  49567.9,    91.76, 09 Jun 2024, 12:36:11, 45, 0
HCEP03730715,06/09/2024 15:36:11,  19.6370,  44254.0,    0.396,  6.914,8.03,2.678,683.221,0.01,1.72,  32.2947, 1517.441,  49571.0,    91.38, 09 Jun 2024, 15:36:11, 46, 0
HCEP03730715,06/09/2024 18:36:11,  19.7222,  44339.8,    0.401,  6.868,8.03,2.725,695.782,0.01,3.27,  32.2990, 1517.685,  49572.5,    90.93, 09 Jun 2024, 18:36:11, 47, 0
HCEP03730715,06/09/2024 21:36:11,  19.7637,  44383.5,    0.410,  6.866,8.03,2.675,694.432,0.02,3.55,  32.3026, 1517.806,  49575.3,    90.97, 09 Jun 2024, 21:36:11, 48, 0
HCEP03730715,06/10/2024 00:36:11,  19.7983,  44422.2,    0.425,  6.920,8.03,2.680,708.389,0.01,3.93,  32.3075, 1517.909,  49580.3,    91.73, 10 Jun 2024, 00:36:11, 49, 0
HCEP03730715,06/10/2024 03:36:11,  19.7014,  44332.3,    0.434,  6.910,8.03,2.639,732.198,0.02,3.23,  32.3089, 1517.638,  49587.2,    91.43, 10 Jun 2024, 03:36:11, 50, 0
HCEP03730715,06/10/2024 06:36:11,  19.6001,  44242.9,    0.437,  6.875,8.04,2.745,777.056,0.01,2.03,  32.3141, 1517.359,  49599.5,    90.80, 10 Jun 2024, 06:36:11, 51, 0
HCEP03730715,06/10/2024 09:36:11,  19.5442,  44196.0,    0.448,  6.862,8.04,2.690,768.799,0.03,5.71,  32.3190, 1517.207,  49609.2,    90.55, 10 Jun 2024, 09:36:11, 52, 0
HCEP03730715,06/10/2024 12:36:11,  19.5350,  44197.9,    0.446,  6.836,8.04,2.474,577.526,0.01,4.13,  32.3277, 1517.190,  49621.6,    90.20, 10 Jun 2024, 12:36:11, 53, 0
HCEP03730715,06/10/2024 15:36:11,  19.5957,  44262.3,    0.430,  6.798,8.04,2.500,605.110,0.02,2.54,  32.3333, 1517.368,  49626.1,    89.80, 10 Jun 2024, 15:36:11, 54, 0
HCEP03730715,06/10/2024 18:36:11,  19.6688,  44339.9,    0.402,  6.760,8.04,2.584,626.115,0.01,3.18,  32.3403, 1517.581,  49631.9,    89.42, 10 Jun 2024, 18:36:11, 55, 0
HCEP03730715,06/10/2024 21:36:11,  19.7142,  44389.8,    0.383,  6.754,8.03,2.586,642.229,0.01,3.64,  32.3459, 1517.715,  49637.2,    89.42, 10 Jun 2024, 21:36:11, 56, 0
HCEP03730715,06/11/2024 00:36:11,  19.6711,  44345.9,    0.375,  6.761,8.03,2.600,647.071,0.01,5.83,  32.3434, 1517.591,  49636.0,    89.44, 11 Jun 2024, 00:36:11, 57, 0
HCEP03730715,06/11/2024 03:36:11,  19.5801,  44265.0,    0.362,  6.714,8.03,2.501,681.091,0.02,8.85,  32.3477, 1517.339,  49646.6,    88.67, 11 Jun 2024, 03:36:11, 58, 0
HCEP03730715,06/11/2024 06:36:11,  19.4983,  44195.6,    0.365,  6.684,8.03,2.620,712.531,0.01,1.62,  32.3542, 1517.115,  49659.8,    88.15, 11 Jun 2024, 06:36:11, 59, 0
HCEP03730715,06/11/2024 09:36:11,  19.4946,  44200.2,    0.378,  6.668,8.03,2.624,751.728,0.01,4.51,  32.3608, 1517.112,  49669.2,    87.93, 11 Jun 2024, 09:36:11, 60, 0
HCEP03730715,06/11/2024 12:36:11,  19.5423,  44251.8,    0.397,  6.634,8.04,2.740,787.277,0.01,5.58,  32.3661, 1517.253,  49674.0,    87.57, 11 Jun 2024, 12:36:11, 61, 0
HCEP03730715,06/11/2024 15:36:11,  19.6280,  44339.6,    0.424,  6.614,8.04,2.732,795.978,0.02,4.73,  32.3716, 1517.502,  49677.0,    87.44, 11 Jun 2024, 15:36:11, 62, 0
HCEP03730715,06/11/2024 18:36:11,  19.6958,  44408.4,    0.435,  6.625,8.04,2.755,799.339,0.01,5.31,  32.3752, 1517.697,  49678.4,    87.70, 11 Jun 2024, 18:36:11, 63, 0
HCEP03730715,06/11/2024 21:36:11,  19.6917,  44406.8,    0.448,  6.658,8.04,2.630,760.032,0.04,7.13,  32.3771, 1517.688,  49681.2,    88.12, 11 Jun 2024, 21:36:11, 64, 0
HCEP03730715,06/12/2024 00:36:11,  19.5887,  44315.7,    0.454,  6.626,8.04,2.729,805.436,0.02,4.98,  32.3824, 1517.403,  49693.9,    87.54, 12 Jun 2024, 00:36:11, 65, 0
HCEP03730715,06/12/2024 03:36:11,  19.4407,  44183.1,    0.453,  6.601,8.04,2.670,812.062,0.02,2.01,  32.3886, 1516.992,  49710.2,    86.98, 12 Jun 2024, 03:36:11, 66, 0
HCEP03730715,06/12/2024 06:36:11,  19.2962,  44054.0,    0.461,  6.567,8.04,2.757,828.495,0.03,4.73,  32.3949, 1516.589,  49726.7,    86.30, 12 Jun 2024, 06:36:11, 67, 0
HCEP03730715,06/12/2024 09:36:11,  19.2051,  43974.9,    0.471,  6.584,8.04,2.646,814.759,0.01,4.45,  32.4006, 1516.336,  49739.6,    86.38, 12 Jun 2024, 09:36:11, 68, 0
HCEP03730715,06/12/2024 12:36:11,  19.2407,  44016.0,    0.472,  6.614,8.05,2.351,583.893,0.01,2.20,  32.4068, 1516.444,  49746.1,    86.84, 12 Jun 2024, 12:36:11, 69, 0
HCEP03730715,06/12/2024 15:36:11,  19.3465,  44127.3,    0.468,  6.612,8.05,2.368,617.212,0.02,2.48,  32.4160, 1516.756,  49752.9,    86.99, 12 Jun 2024, 15:36:11, 70, 0
HCEP03730715,06/12/2024 18:36:11,  19.4558,  44237.6,    0.457,  6.579,8.05,2.460,640.403,0.01,3.86,  32.4215, 1517.072,  49754.6,    86.74, 12 Jun 2024, 18:36:11, 71, 0
HCEP03730715,06/12/2024 21:36:11,  19.5040,  44287.4,    0.450,  6.603,8.05,2.423,640.040,0.03,7.31,  32.4249, 1517.212,  49756.8,    87.12, 12 Jun 2024, 21:36:11, 72, 0
HCEP03730715,06/13/2024 00:36:11,  19.3848,  44175.3,    0.440,  6.612,8.04,2.414,636.309,0.02,7.73,  32.4256, 1516.875,  49764.1,    87.04, 13 Jun 2024, 00:36:11, 73, 0
HCEP03730715,06/13/2024 03:36:11,  19.2221,  44026.4,    0.432,  6.560,8.04,2.476,700.749,0.02,1.80,  32.4298, 1516.417,  49778.7,    86.12, 13 Jun 2024, 03:36:11, 74, 0
HCEP03730715,06/13/2024 06:36:11,  19.0321,  43854.1,    0.427,  6.570,8.05,2.578,715.016,0.01,2.55,  32.4359, 1515.881,  49797.9,    85.94, 13 Jun 2024, 06:36:11, 75, 0
HCEP03730715,06/13/2024 09:36:11,  18.9330,  43767.2,    0.422,  6.558,8.05,2.542,719.484,0.02,2.15,  32.4415, 1515.603,  49811.3,    85.63, 13 Jun 2024, 09:36:11, 76, 0
HCEP03730715,06/13/2024 12:36:11,  18.9575,  43797.9,    0.414,  6.566,8.05,2.572,726.933,0.01,2.77,  32.4478, 1515.680,  49818.6,    85.77, 13 Jun 2024, 12:36:11, 77, 0
HCEP03730715,06/13/2024 15:36:11,  19.0231,  43867.2,    0.402,  6.578,8.06,2.570,742.354,0.01,1.58,  32.4538, 1515.875,  49823.0,    86.04, 13 Jun 2024, 15:36:11, 78, 0
HCEP03730715,06/13/2024 18:36:11,  19.1120,  43957.2,    0.398,  6.574,8.06,2.611,751.498,0.01,1.52,  32.4586, 1516.134,  49824.5,    86.13, 13 Jun 2024, 18:36:11, 79, 0
HCEP03730715,06/13/2024 21:36:11,  19.1505,  43996.9,    0.403,  6.610,8.05,2.601,768.759,0.01,2.94,  32.4613, 1516.247,  49826.1,    86.66, 13 Jun 2024, 21:36:11, 80, 0
HCEP03730715,06/14/2024 00:36:11,  19.0605,  43915.0,    0.413,  6.592,8.05,2.621,764.209,0.01,1.17,  32.4640, 1515.993,  49834.9,    86.28, 14 Jun 2024, 00:36:11, 81, 0
HCEP03730715,06/14/2024 03:36:11,  18.9222,  43789.9,    0.422,  6.541,8.05,2.590,773.352,0.01,1.49,  32.4687, 1515.602,  49849.3,    85.40, 14 Jun 2024, 03:36:11, 82, 0
HCEP03730715,06/14/2024 06:36:11,  18.7717,  43654.7,    0.423,  6.520,8.05,2.651,782.892,0.02,4.94,  32.4745, 1515.176,  49866.3,    84.90, 14 Jun 2024, 06:36:11, 83, 0
HCEP03730715,06/14/2024 09:36:11,  18.7130,  43606.3,    0.429,  6.551,8.06,2.541,771.046,0.01,3.95,  32.4805, 1515.013,  49878.0,    85.20, 14 Jun 2024, 09:36:11, 84, 0
HCEP03730715,06/14/2024 12:36:11,  18.7603,  43656.5,    0.423,  6.577,8.06,2.574,748.087,0.01,8.24,  32.4850, 1515.155,  49881.4,    85.62, 14 Jun 2024, 12:36:11, 85, 0
HCEP03730715,06/14/2024 15:36:11,  18.8538,  43749.4,    0.418,  6.578,8.07,2.578,777.995,0.01,3.54,  32.4888, 1515.428,  49880.9,    85.78, 14 Jun 2024, 15:36:11, 86, 0
HCEP03730715,06/14/2024 18:36:11,  18.9633,  43856.2,    0.407,  6.526,8.07,2.631,779.132,0.02,5.31,  32.4914, 1515.746,  49878.1,    85.28, 14 Jun 2024, 18:36:11, 87, 0
HCEP03730715,06/14/2024 21:36:11,  19.0355,  43927.9,    0.397,  6.525,8.07,2.623,818.177,0.01,12.83,  32.4943, 1515.956,  49877.8,    85.38, 14 Jun 2024, 21:36:11, 88, 0
HCEP03730715,06/15/2024 00:36:11,  19.0942,  43991.3,    0.388,  6.562,8.06,2.648,815.533,0.01,6.54,  32.5008, 1516.131,  49883.4,    85.95, 15 Jun 2024, 00:36:11, 89, 0
HCEP03730715,06/15/2024 03:36:11,  19.0339,  43939.5,    0.385,  6.584,8.06,2.642,844.380,0.02,11.67,  32.5051, 1515.963,  49892.8,    86.15, 15 Jun 2024, 03:36:11, 90, 0
HCEP03730715,06/15/2024 06:36:11,  18.9216,  43836.5,    0.384,  6.557,8.06,2.700,848.928,0.02,4.13,  32.5079, 1515.644,  49903.1,    85.63, 15 Jun 2024, 06:36:11, 91, 0
HCEP03730715,06/15/2024 09:36:11,  18.8330,  43758.1,    0.391,  6.531,8.06,2.680,868.235,0.02,5.94,  32.5124, 1515.395,  49914.6,    85.15, 15 Jun 2024, 09:36:11, 92, 0
HCEP03730715,06/15/2024 12:36:11,  18.7812,  43714.4,    0.401,  6.504,8.06,2.742,881.252,0.02,1.90,  32.5168, 1515.251,  49923.7,    84.71, 15 Jun 2024, 12:36:11, 93, 0
HCEP03730715,06/15/2024 15:36:11,  18.7803,  43720.1,    0.414,  6.548,8.06,2.688,874.884,0.02,5.47,  32.5223, 1515.254,  49931.3,    85.30, 15 Jun 2024, 15:36:11, 94, 0
HCEP03730715,06/15/2024 18:36:11,  18.7972,  43741.2,    0.421,  6.569,8.06,2.732,885.723,0.01,1.63,  32.5265, 1515.308,  49936.2,    85.60, 15 Jun 2024, 18:36:11, 95, 0
HCEP03730715,06/15/2024 21:36:11,  18.7974,  43745.2,    0.429,  6.575,8.06,2.650,880.045,0.02,18.10,  32.5296, 1515.312,  49940.3,    85.68, 15 Jun 2024, 21:36:11, 96, 0
HCEP03730715,06/16/2024 00:36:11,  18.7341,  43688.8,    0.430,  6.559,8.06,2.722,865.114,0.02,5.90,  32.5326, 1515.133,  49948.3,    85.37, 16 Jun 2024, 00:36:11, 97, 0
HCEP03730715,06/16/2024 03:36:11,  18.6201,  43586.6,    0.424,  6.553,8.06,2.734,913.766,0.01,2.36,  32.5373, 1514.808,  49961.7,    85.11, 16 Jun 2024, 03:36:11, 98, 0
HCEP03730715,06/16/2024 06:36:11,  18.4502,  43433.5,    0.414,  6.538,8.06,2.850,954.091,0.01,5.10,  32.5435, 1514.323,  49980.8,    84.65, 16 Jun 2024, 06:36:11, 99, 0
HCEP03730715,06/16/2024 09:36:11,  18.3198,  43315.6,    0.410,  6.508,8.07,2.739,926.681,0.01,5.60,  32.5479, 1513.948,  49995.2,    84.06, 16 Jun 2024, 09:36:11, 100, 0
HCEP03730715,06/16/2024 12:36:11,  18.2660,  43272.1,    0.402,  6.518,8.07,2.807,935.870,0.01,4.46,  32.5540, 1513.797,  50007.1,    84.10, 16 Jun 2024, 12:36:11, 101, 0
HCEP03730715,06/16/2024 15:36:11,  18.3316,  43340.9,    0.391,  6.518,8.08,2.769,935.613,0.01,6.26,  32.5598, 1513.995,  50010.8,    84.20, 16 Jun 2024, 15:36:11, 102, 0
HCEP03730715,06/16/2024 18:36:11,  18.4399,  43448.5,    0.380,  6.542,8.08,2.831,956.038,0.01,3.00,  32.5642, 1514.316,  50009.9,    84.69, 16 Jun 2024, 18:36:11, 103, 0
HCEP03730715,06/16/2024 21:36:11,  18.5367,  43543.6,    0.376,  6.547,8.08,2.816,967.371,0.01,0.98,  32.5672, 1514.600,  50007.9,    84.91, 16 Jun 2024, 21:36:11, 104, 0
HCEP03730715,06/17/2024 00:36:11,  18.6022,  43611.5,    0.378,  6.546,8.08,2.844,968.938,0.01,3.49,  32.5722, 1514.795,  50010.7,    85.00, 17 Jun 2024, 00:36:11, 105, 0
HCEP03730715,06/17/2024 03:36:11,  18.5852,  43599.4,    0.376,  6.560,8.07,2.758,929.757,0.01,5.87,  32.5755, 1514.750,  50016.3,    85.15, 17 Jun 2024, 03:36:11, 106, 0
HCEP03730715,06/17/2024 06:36:11,  18.5174,  43539.0,    0.382,  6.536,8.07,2.830,952.540,0.01,5.17,  32.5786, 1514.557,  50024.8,    84.74, 17 Jun 2024, 06:36:11, 107, 0
HCEP03730715,06/17/2024 09:36:11,  18.4765,  43506.9,    0.387,  6.530,8.07,2.806,962.589,0.01,0.77,  32.5841, 1514.445,  50034.9,    84.60, 17 Jun 2024, 09:36:11, 108, 0
HCEP03730715,06/17/2024 12:36:11,  18.5230,  43555.2,    0.393,  6.572,8.08,2.834,970.899,0.02,6.34,  32.5877, 1514.584,  50037.0,    85.22, 17 Jun 2024, 12:36:11, 109, 0
HCEP03730715,06/17/2024 15:36:11,  18.6173,  43648.1,    0.396,  6.564,8.08,2.798,969.420,0.01,1.27,  32.5908, 1514.860,  50035.4,    85.27, 17 Jun 2024, 15:36:11, 110, 0
HCEP03730715,06/17/2024 18:36:11,  18.6839,  43717.8,    0.400,  6.593,8.08,2.828,963.333,0.01,4.70,  32.5963, 1515.059,  50038.8,    85.75, 17 Jun 2024, 18:36:11, 111, 0
HCEP03730715,06/17/2024 21:36:11,  18.6155,  43656.0,    0.405,  6.554,8.07,2.809,977.595,0.02,4.53,  32.5988, 1514.864,  50046.4,    85.14, 17 Jun 2024, 21:36:11, 112, 0
HCEP03730715,06/18/2024 00:36:11,  18.5301,  43580.0,    0.406,  6.508,8.07,2.886,999.153,0.01,2.25,  32.6028, 1514.622,  50057.3,    84.42, 18 Jun 2024, 00:36:11, 113, 0
HCEP03730715,06/18/2024 03:36:11,  18.4418,  43502.4,    0.408,  6.519,8.07,2.765,947.872,0.03,6.93,  32.6078, 1514.371,  50069.7,    84.42, 18 Jun 2024, 03:36:11, 114, 0
HCEP03730715,06/18/2024 06:36:11,  18.4641,  43528.6,    0.408,  6.529,8.07,2.778,927.046,0.03,8.07,  32.6122, 1514.440,  50074.3,    84.59, 18 Jun 2024, 06:36:11, 115, 0
HCEP03730715,06/18/2024 09:36:11,  18.5226,  43588.3,    0.412,  6.528,8.08,2.775,960.182,0.02,11.57,  32.6157, 1514.615,  50075.5,    84.67, 18 Jun 2024, 09:36:11, 116, 0
HCEP03730715,06/18/2024 12:36:11,  18.6073,  43675.2,    0.404,  6.546,8.08,2.864,983.815,0.01,2.19,  32.6213, 1514.866,  50077.9,    85.04, 18 Jun 2024, 12:36:11, 117, 0
HCEP03730715,06/18/2024 15:36:11,  18.7238,  43792.6,    0.395,  6.526,8.08,2.849,993.180,0.01,4.60,  32.6271, 1515.209,  50078.7,    84.96, 18 Jun 2024, 15:36:11, 118, 0
HCEP03730715,06/18/2024 18:36:11,  18.8434,  43910.7,    0.386,  6.487,8.08,2.886,994.184,0.01,2.73,  32.6310, 1515.558,  50076.8,    84.65, 18 Jun 2024, 18:36:11, 119, 0
HCEP03730715,06/18/2024 21:36:11,  18.9369,  44002.3,    0.389,  6.508,8.08,2.872,1014.535,0.01,1.82,  32.6333, 1515.829,  50074.5,    85.06, 18 Jun 2024, 21:36:11, 120, 0
HCEP03730715,06/19/2024 00:36:11,  18.8362,  43907.9,    0.387,  6.533,8.07,2.892,1007.325,0.01,2.38,  32.6343, 1515.541,  50081.8,    85.23, 19 Jun 2024, 00:36:11, 121, 0
HCEP03730715,06/19/2024 03:36:11,  18.7675,  43846.2,    0.381,  6.486,8.07,2.872,1011.175,0.01,2.35,  32.6372, 1515.346,  50089.9,    84.52, 19 Jun 2024, 03:36:11, 122, 0
HCEP03730715,06/19/2024 06:36:11,  18.7286,  43815.0,    0.390,  6.509,8.07,2.907,1013.854,0.01,2.83,  32.6420, 1515.240,  50098.8,    84.76, 19 Jun 2024, 06:36:11, 123, 0
HCEP03730715,06/19/2024 09:36:11,  18.7596,  43850.3,    0.394,  6.525,8.08,2.873,1008.093,0.01,3.09,  32.6469, 1515.335,  50103.6,    85.01, 19 Jun 2024, 09:36:11, 124, 0
HCEP03730715,06/19/2024 12:36:11,  18.8163,  43906.3,    0.388,  6.544,8.08,2.363,629.800,0.01,2.52,  32.6487, 1515.500,  50102.7,    85.36, 19 Jun 2024, 12:36:11, 125, 0
HCEP03730715,06/19/2024 15:36:11,  18.9241,  44012.6,    0.377,  6.497,8.08,2.365,637.360,0.01,3.24,  32.6519, 1515.813,  50100.7,    84.91, 19 Jun 2024, 15:36:11, 126, 0
